Order Date,Ship Mode,Segment,Region,Category,Sales
31/03/2018,Standard Class,Corporate,Central,Furniture,205.3328
16/12/2017,Second Class,Consumer,Central,Office Supplies,4.788
20/12/2016,Standard Class,Corporate,East,Office Supplies,55.48
09/11/2015,Second Class,Consumer,West,Office Supplies,340.92
09/11/2015,Second Class,Consumer,West,Furniture,222.666
09/11/2015,Second Class,Consumer,West,Technology,703.968
09/11/2015,Second Class,Consumer,West,Office Supplies,92.52
09/11/2015,Second Class,Consumer,West,Office Supplies,62.65
09/11/2015,Second Class,Consumer,West,Office Supplies,94.85
12/07/2017,Standard Class,Corporate,West,Technology,95.76
27/10/2017,Standard Class,Consumer,East,Furniture,40.2
26/06/2017,Standard Class,Corporate,East,Office Supplies,14.7
26/06/2017,Standard Class,Corporate,East,Office Supplies,704.25
06/10/2015,Standard Class,Consumer,West,Technology,9.09
22/07/2015,Standard Class,Consumer,East,Office Supplies,5.96
22/07/2015,Standard Class,Consumer,East,Technology,159.98
10/06/2018,First Class,Home Office,West,Office Supplies,29.6
10/06/2018,First Class,Home Office,West,Furniture,514.165
10/06/2018,First Class,Home Office,West,Technology,279.96
29/10/2015,First Class,Consumer,Central,Technology,2735.952
09/06/2015,Second Class,Home Office,Central,Technology,7.992
09/06/2015,Second Class,Home Office,Central,Technology,63.984
09/06/2015,Second Class,Home Office,Central,Office Supplies,70.368
14/09/2015,Standard Class,Consumer,East,Office Supplies,449.15
14/09/2015,Standard Class,Consumer,East,Office Supplies,11.07
09/05/2017,Standard Class,Consumer,West,Technology,93.98
18/03/2017,Second Class,Consumer,South,Furniture,189.882
27/12/2016,Standard Class,Consumer,South,Office Supplies,105.42
25/07/2017,Standard Class,Consumer,West,Office Supplies,119.616
25/07/2017,Standard Class,Consumer,West,Furniture,255.76
25/07/2017,Standard Class,Consumer,West,Furniture,241.568
25/07/2017,Standard Class,Consumer,West,Furniture,69.3
30/05/2017,Standard Class,Corporate,West,Office Supplies,22.62
30/05/2017,Standard Class,Corporate,West,Office Supplies,14.952
30/05/2017,Standard Class,Corporate,West,Furniture,801.568
30/05/2017,Standard Class,Corporate,West,Office Supplies,2.376
30/05/2017,Standard Class,Corporate,West,Office Supplies,32.792
12/11/2018,Second Class,Corporate,East,Office Supplies,15.92
16/03/2016,Standard Class,Consumer,South,Office Supplies,2.74
16/03/2016,Standard Class,Consumer,South,Office Supplies,8.34
16/03/2016,Standard Class,Consumer,South,Office Supplies,46.74
16/03/2016,Standard Class,Consumer,South,Office Supplies,6354.95
26/11/2018,First Class,Consumer,Central,Furniture,126.3
26/11/2018,First Class,Consumer,Central,Technology,38.04
20/10/2017,First Class,Consumer,East,Office Supplies,7.152
21/12/2018,Standard Class,Consumer,West,Office Supplies,6.63
21/12/2018,Standard Class,Consumer,West,Office Supplies,5.88
22/01/2018,Standard Class,Home Office,West,Technology,2999.95
22/01/2018,Standard Class,Home Office,West,Office Supplies,51.45
22/01/2018,Standard Class,Home Office,West,Office Supplies,11.96
22/01/2018,Standard Class,Home Office,West,Office Supplies,1126.02
22/03/2016,Standard Class,Consumer,Central,Technology,18.392
22/03/2016,Standard Class,Consumer,Central,Office Supplies,129.568
22/03/2016,Standard Class,Consumer,Central,Office Supplies,14.112
23/01/2018,First Class,Corporate,Central,Furniture,210.98
21/05/2017,First Class,Consumer,West,Technology,55.176
21/05/2017,First Class,Consumer,West,Technology,66.26
26/12/2016,Standard Class,Consumer,East,Office Supplies,22.2
21/10/2018,Standard Class,Home Office,South,Furniture,683.952
21/10/2018,Standard Class,Home Office,South,Furniture,45.696
03/09/2016,Standard Class,Consumer,East,Office Supplies,36.336
03/09/2016,Standard Class,Consumer,East,Office Supplies,666.248
03/09/2016,Standard Class,Consumer,East,Office Supplies,52.512
07/11/2016,Second Class,Corporate,West,Furniture,190.72
07/09/2018,Standard Class,Consumer,West,Furniture,47.94
29/05/2017,Second Class,Consumer,South,Technology,979.95
29/05/2017,Second Class,Consumer,South,Office Supplies,22.75
10/07/2017,Standard Class,Consumer,West,Office Supplies,16.768
03/09/2018,Second Class,Consumer,Central,Office Supplies,42.616
03/12/2016,Standard Class,Home Office,East,Office Supplies,10.752
07/12/2016,Standard Class,Consumer,South,Office Supplies,152.94
07/12/2016,Standard Class,Consumer,South,Furniture,283.92
01/02/2015,First Class,Consumer,Central,Technology,468.9
14/07/2017,First Class,Corporate,West,Technology,380.864
18/12/2016,Standard Class,Consumer,East,Office Supplies,646.776
11/05/2015,Standard Class,Consumer,Central,Technology,58.112
11/05/2015,Standard Class,Consumer,Central,Technology,100.792
11/05/2015,Standard Class,Consumer,Central,Furniture,66.112
19/11/2018,First Class,Home Office,East,Office Supplies,41.28
19/11/2018,First Class,Home Office,East,Office Supplies,13.36
15/11/2016,Second Class,Corporate,Central,Office Supplies,250.272
15/11/2016,Second Class,Corporate,Central,Office Supplies,11.364
15/11/2016,Second Class,Corporate,Central,Office Supplies,8.72
15/04/2017,Second Class,Consumer,West,Furniture,1121.568
11/09/2018,First Class,Consumer,South,Furniture,34.504
24/11/2018,Standard Class,Consumer,Central,Office Supplies,10.824
29/06/2018,Second Class,Corporate,West,Office Supplies,1295.78
03/03/2015,Second Class,Consumer,South,Office Supplies,19.456
10/06/2017,Standard Class,Consumer,West,Office Supplies,20.7
10/06/2017,Standard Class,Consumer,West,Furniture,1335.68
10/06/2017,Standard Class,Consumer,West,Office Supplies,32.4
20/11/2018,Second Class,Consumer,West,Furniture,42.6
20/11/2018,Second Class,Consumer,West,Office Supplies,84.056
14/09/2015,Second Class,Consumer,South,Office Supplies,13.0
14/09/2015,Second Class,Consumer,South,Furniture,13.128
07/12/2016,First Class,Consumer,West,Office Supplies,3.96
07/12/2016,First Class,Consumer,West,Office Supplies,2.61
07/12/2018,First Class,Consumer,West,Technology,374.376
01/10/2018,Standard Class,Corporate,West,Office Supplies,91.84
01/10/2018,Standard Class,Corporate,West,Office Supplies,81.088
01/10/2018,Standard Class,Corporate,West,Office Supplies,19.44
01/10/2018,Standard Class,Corporate,West,Furniture,451.152
28/12/2018,Standard Class,Consumer,East,Office Supplies,72.45
28/12/2018,Standard Class,Consumer,East,Office Supplies,13.96
28/12/2018,Standard Class,Consumer,East,Office Supplies,33.264
28/12/2018,Standard Class,Consumer,East,Technology,14.85
03/11/2017,Standard Class,Consumer,West,Office Supplies,8.82
18/09/2016,Second Class,Consumer,West,Office Supplies,160.72
18/09/2016,Second Class,Consumer,West,Office Supplies,19.92
18/09/2016,Second Class,Consumer,West,Office Supplies,7.3
20/07/2018,Standard Class,Consumer,Central,Office Supplies,69.712
20/07/2018,Standard Class,Consumer,Central,Furniture,8.792
10/09/2016,Standard Class,Consumer,West,Office Supplies,51.52
01/12/2018,Standard Class,Consumer,West,Technology,470.376
01/12/2018,Standard Class,Consumer,West,Technology,105.584
01/12/2018,Standard Class,Consumer,West,Office Supplies,31.152
01/12/2018,Standard Class,Consumer,West,Office Supplies,6.783
01/12/2018,Standard Class,Consumer,West,Technology,406.368
03/07/2016,Standard Class,Consumer,South,Furniture,70.98
03/07/2016,Standard Class,Consumer,South,Office Supplies,294.93
20/03/2017,Standard Class,Consumer,West,Technology,84.784
20/03/2017,Standard Class,Consumer,West,Office Supplies,20.736
20/03/2017,Standard Class,Consumer,West,Office Supplies,16.821
20/03/2017,Standard Class,Consumer,West,Office Supplies,10.368
09/01/2015,Standard Class,Consumer,Central,Office Supplies,9.344
09/01/2015,Standard Class,Consumer,Central,Technology,31.2
08/08/2015,Standard Class,Consumer,West,Office Supplies,76.12
08/08/2015,Standard Class,Consumer,West,Technology,1199.976
08/08/2015,Standard Class,Consumer,West,Technology,445.96
08/08/2015,Standard Class,Consumer,West,Furniture,327.76
14/07/2017,First Class,Consumer,East,Office Supplies,11.632
16/07/2017,Standard Class,Consumer,East,Technology,143.982
16/07/2017,Standard Class,Consumer,East,Technology,494.376
16/07/2017,Standard Class,Consumer,East,Office Supplies,5.84
15/03/2015,Standard Class,Consumer,South,Office Supplies,142.776
15/03/2015,Standard Class,Consumer,South,Furniture,45.696
15/03/2015,Standard Class,Consumer,South,Office Supplies,7.218
15/03/2015,Standard Class,Consumer,South,Office Supplies,43.188
15/03/2015,Standard Class,Consumer,South,Office Supplies,131.904
23/05/2015,Standard Class,Consumer,East,Office Supplies,3.282
23/05/2015,Standard Class,Consumer,East,Office Supplies,21.168
23/05/2015,Standard Class,Consumer,East,Technology,55.188
28/04/2017,First Class,Corporate,Central,Technology,369.576
28/04/2017,First Class,Corporate,Central,Office Supplies,15.712
11/09/2017,Second Class,Corporate,East,Office Supplies,8.448
11/09/2017,Second Class,Corporate,East,Technology,728.946
14/11/2018,Second Class,Consumer,East,Technology,119.94
14/11/2018,Second Class,Consumer,East,Office Supplies,3.648
18/08/2018,Second Class,Corporate,East,Furniture,40.48
18/08/2018,Second Class,Corporate,East,Furniture,9.94
18/08/2018,Second Class,Corporate,East,Office Supplies,107.424
18/08/2018,Second Class,Corporate,East,Technology,37.91
18/08/2018,Second Class,Corporate,East,Furniture,88.02
26/12/2015,Standard Class,Consumer,Central,Office Supplies,8.69
29/11/2016,Standard Class,Corporate,Central,Furniture,301.96
29/11/2016,Standard Class,Corporate,Central,Office Supplies,555.21
29/11/2016,Standard Class,Corporate,Central,Office Supplies,523.48
29/11/2016,Standard Class,Corporate,Central,Office Supplies,161.82
15/09/2018,Standard Class,Home Office,East,Furniture,35.56
19/05/2018,Standard Class,Consumer,West,Office Supplies,97.16
17/12/2018,Standard Class,Consumer,West,Office Supplies,15.24
17/12/2018,Standard Class,Consumer,West,Office Supplies,13.23
11/12/2017,Second Class,Consumer,West,Office Supplies,243.384
11/12/2017,Second Class,Consumer,West,Technology,119.8
11/12/2017,Second Class,Consumer,West,Technology,300.768
24/09/2018,Second Class,Consumer,South,Technology,17.88
24/09/2018,Second Class,Consumer,South,Office Supplies,235.944
04/10/2016,Second Class,Corporate,South,Furniture,392.94
15/08/2017,Standard Class,Consumer,West,Office Supplies,18.882
15/08/2017,Standard Class,Consumer,West,Office Supplies,122.328
20/05/2017,Standard Class,Home Office,West,Furniture,1049.2
20/05/2017,Standard Class,Home Office,West,Office Supplies,15.424
18/12/2017,Standard Class,Corporate,Central,Furniture,18.84
30/07/2018,Second Class,Consumer,West,Office Supplies,330.4
30/07/2018,Second Class,Consumer,West,Office Supplies,26.25
10/06/2018,Standard Class,Consumer,Central,Technology,132.52
21/07/2018,Standard Class,Home Office,East,Office Supplies,6.48
30/12/2018,Standard Class,Home Office,Central,Office Supplies,209.3
01/04/2017,Standard Class,Corporate,West,Office Supplies,31.56
01/04/2017,Standard Class,Corporate,West,Office Supplies,30.144
11/12/2017,Second Class,Corporate,West,Furniture,14.8
11/12/2017,Second Class,Corporate,West,Technology,302.376
11/12/2017,Second Class,Corporate,West,Technology,316.0
23/10/2017,Standard Class,Home Office,East,Office Supplies,379.4
19/06/2018,Standard Class,Corporate,East,Office Supplies,97.82
19/06/2018,Standard Class,Corporate,East,Technology,103.12
22/08/2017,Standard Class,Consumer,East,Office Supplies,113.552
22/08/2017,Standard Class,Consumer,East,Office Supplies,3.318
22/08/2017,Standard Class,Consumer,East,Office Supplies,134.288
19/09/2017,Same Day,Home Office,Central,Furniture,701.372
19/09/2017,Same Day,Home Office,Central,Office Supplies,2.308
24/08/2016,Standard Class,Consumer,Central,Office Supplies,999.432
24/08/2016,Standard Class,Consumer,Central,Office Supplies,724.08
24/08/2016,Standard Class,Consumer,Central,Furniture,918.785
24/08/2016,Standard Class,Consumer,Central,Office Supplies,2.724
26/03/2017,Standard Class,Corporate,East,Office Supplies,459.95
04/11/2017,Same Day,Consumer,South,Office Supplies,10.74
08/06/2018,Second Class,Corporate,Central,Office Supplies,23.76
08/06/2018,Second Class,Corporate,Central,Office Supplies,85.056
08/06/2018,Second Class,Corporate,Central,Technology,381.576
24/12/2015,First Class,Consumer,East,Furniture,30.36
09/06/2018,Standard Class,Home Office,Central,Furniture,23.976
09/06/2018,Standard Class,Home Office,Central,Furniture,108.925
09/06/2018,Standard Class,Home Office,Central,Office Supplies,36.352
15/06/2018,Standard Class,Consumer,Central,Office Supplies,19.56
05/12/2018,First Class,Consumer,Central,Office Supplies,61.44
05/12/2018,First Class,Consumer,Central,Office Supplies,38.9
05/12/2018,First Class,Consumer,Central,Technology,99.39
18/03/2018,Standard Class,Consumer,Central,Office Supplies,2.688
18/03/2018,Standard Class,Consumer,Central,Technology,27.816
18/03/2018,Standard Class,Consumer,Central,Furniture,82.524
18/03/2018,Standard Class,Consumer,Central,Office Supplies,182.994
19/11/2017,Standard Class,Consumer,East,Office Supplies,14.352
19/11/2017,Standard Class,Consumer,East,Office Supplies,64.96
19/11/2017,Standard Class,Consumer,East,Office Supplies,68.6
04/11/2018,Same Day,Corporate,South,Technology,7999.98
04/11/2018,Same Day,Corporate,South,Office Supplies,167.44
05/07/2015,First Class,Consumer,South,Technology,479.97
05/07/2015,First Class,Consumer,South,Office Supplies,14.62
05/07/2015,First Class,Consumer,South,Office Supplies,19.44
25/12/2018,Standard Class,Consumer,East,Furniture,191.984
21/06/2015,Second Class,Consumer,South,Furniture,104.01
21/06/2015,Second Class,Consumer,South,Technology,284.82
21/06/2015,Second Class,Consumer,South,Office Supplies,36.84
28/03/2016,Standard Class,Consumer,West,Technology,166.24
28/03/2016,Standard Class,Consumer,West,Office Supplies,33.4
14/05/2016,First Class,Home Office,East,Office Supplies,198.272
14/05/2016,First Class,Home Office,East,Office Supplies,47.36
14/05/2016,First Class,Home Office,East,Office Supplies,200.984
14/05/2016,First Class,Home Office,East,Office Supplies,97.696
14/05/2016,First Class,Home Office,East,Office Supplies,2.696
14/05/2016,First Class,Home Office,East,Office Supplies,18.588
14/05/2016,First Class,Home Office,East,Office Supplies,4.896
02/09/2018,Standard Class,Corporate,East,Furniture,15.072
04/11/2017,Second Class,Corporate,West,Furniture,209.88
09/04/2016,Standard Class,Consumer,West,Furniture,369.912
12/09/2015,Standard Class,Corporate,South,Office Supplies,10.368
12/09/2015,Standard Class,Corporate,South,Office Supplies,166.84
12/09/2015,Standard Class,Corporate,South,Technology,15.216
02/12/2015,First Class,Consumer,East,Technology,119.96
02/12/2015,First Class,Consumer,East,Furniture,883.92
02/12/2015,First Class,Consumer,East,Office Supplies,46.72
05/04/2015,First Class,Home Office,East,Office Supplies,55.48
03/09/2018,Standard Class,Consumer,South,Office Supplies,24.448
19/05/2018,Standard Class,Corporate,East,Office Supplies,281.34
19/05/2018,Standard Class,Corporate,East,Technology,307.98
19/05/2018,Standard Class,Corporate,East,Technology,299.97
01/07/2015,Second Class,Corporate,West,Office Supplies,19.92
11/01/2015,First Class,Consumer,East,Furniture,9.94
24/09/2018,Standard Class,Consumer,East,Furniture,103.056
02/06/2015,Standard Class,Home Office,West,Office Supplies,59.808
02/06/2015,Standard Class,Home Office,West,Furniture,73.32
13/02/2017,Standard Class,Home Office,West,Office Supplies,146.82
15/12/2017,Standard Class,Corporate,Central,Furniture,1652.94
15/12/2017,Standard Class,Corporate,Central,Office Supplies,296.37
07/10/2015,Standard Class,Home Office,East,Furniture,129.92
07/07/2017,Standard Class,Corporate,South,Office Supplies,45.584
16/09/2018,Standard Class,Consumer,Central,Office Supplies,17.568
16/09/2018,Standard Class,Consumer,Central,Technology,55.992
03/12/2017,First Class,Consumer,East,Office Supplies,182.72
03/12/2017,First Class,Consumer,East,Furniture,400.032
03/12/2017,First Class,Consumer,East,Office Supplies,33.63
03/12/2017,First Class,Consumer,East,Furniture,542.646
03/12/2017,First Class,Consumer,East,Office Supplies,6.3
21/01/2018,Standard Class,Home Office,West,Office Supplies,242.94
21/01/2018,Standard Class,Home Office,West,Technology,179.97
21/01/2018,Standard Class,Home Office,West,Office Supplies,99.696
21/01/2018,Standard Class,Home Office,West,Office Supplies,27.936
21/01/2018,Standard Class,Home Office,West,Furniture,84.98
