Order Date,Ship Mode,Segment,Region,Category
11/05/2015,Standard Class,Consumer,Central,Technology
11/05/2015,Standard Class,Consumer,Central,Technology
11/05/2015,Standard Class,Consumer,Central,Furniture
19/11/2018,First Class,Home Office,East,Office Supplies
19/11/2018,First Class,Home Office,East,Office Supplies
15/11/2016,Second Class,Corporate,Central,Office Supplies
15/11/2016,Second Class,Corporate,Central,Office Supplies
15/11/2016,Second Class,Corporate,Central,Office Supplies
15/04/2017,Second Class,Consumer,West,Furniture
11/09/2018,First Class,Consumer,South,Furniture
24/11/2018,Standard Class,Consumer,Central,Office Supplies
29/06/2018,Second Class,Corporate,West,Office Supplies
03/03/2015,Second Class,Consumer,South,Office Supplies
10/06/2017,Standard Class,Consumer,West,Office Supplies
10/06/2017,Standard Class,Consumer,West,Furniture
10/06/2017,Standard Class,Consumer,West,Office Supplies
20/11/2018,Second Class,Consumer,West,Furniture
20/11/2018,Second Class,Consumer,West,Office Supplies
14/09/2015,Second Class,Consumer,South,Office Supplies
14/09/2015,Second Class,Consumer,South,Furniture
07/12/2016,First Class,Consumer,West,Office Supplies
07/12/2016,First Class,Consumer,West,Office Supplies
07/12/2018,First Class,Consumer,West,Technology
01/10/2018,Standard Class,Corporate,West,Office Supplies
01/10/2018,Standard Class,Corporate,West,Office Supplies
01/10/2018,Standard Class,Corporate,West,Office Supplies
01/10/2018,Standard Class,Corporate,West,Furniture
28/12/2018,Standard Class,Consumer,East,Office Supplies
28/12/2018,Standard Class,Consumer,East,Office Supplies
28/12/2018,Standard Class,Consumer,East,Office Supplies
28/12/2018,Standard Class,Consumer,East,Technology
03/11/2017,Standard Class,Consumer,West,Office Supplies
18/09/2016,Second Class,Consumer,West,Office Supplies
18/09/2016,Second Class,Consumer,West,Office Supplies
18/09/2016,Second Class,Consumer,West,Office Supplies
20/07/2018,Standard Class,Consumer,Central,Office Supplies
20/07/2018,Standard Class,Consumer,Central,Furniture
10/09/2016,Standard Class,Consumer,West,Office Supplies
01/12/2018,Standard Class,Consumer,West,Technology
01/12/2018,Standard Class,Consumer,West,Technology
01/12/2018,Standard Class,Consumer,West,Office Supplies
01/12/2018,Standard Class,Consumer,West,Office Supplies
01/12/2018,Standard Class,Consumer,West,Technology
03/07/2016,Standard Class,Consumer,South,Furniture
03/07/2016,Standard Class,Consumer,South,Office Supplies
20/03/2017,Standard Class,Consumer,West,Technology
20/03/2017,Standard Class,Consumer,West,Office Supplies
20/03/2017,Standard Class,Consumer,West,Office Supplies
20/03/2017,Standard Class,Consumer,West,Office Supplies
09/01/2015,Standard Class,Consumer,Central,Office Supplies
09/01/2015,Standard Class,Consumer,Central,Technology
08/08/2015,Standard Class,Consumer,West,Office Supplies
08/08/2015,Standard Class,Consumer,West,Technology
08/08/2015,Standard Class,Consumer,West,Technology
08/08/2015,Standard Class,Consumer,West,Furniture
14/07/2017,First Class,Consumer,East,Office Supplies
16/07/2017,Standard Class,Consumer,East,Technology
16/07/2017,Standard Class,Consumer,East,Technology
16/07/2017,Standard Class,Consumer,East,Office Supplies
15/03/2015,Standard Class,Consumer,South,Office Supplies
15/03/2015,Standard Class,Consumer,South,Furniture
15/03/2015,Standard Class,Consumer,South,Office Supplies
15/03/2015,Standard Class,Consumer,South,Office Supplies
15/03/2015,Standard Class,Consumer,South,Office Supplies
23/05/2015,Standard Class,Consumer,East,Office Supplies
23/05/2015,Standard Class,Consumer,East,Office Supplies
23/05/2015,Standard Class,Consumer,East,Technology
28/04/2017,First Class,Corporate,Central,Technology
28/04/2017,First Class,Corporate,Central,Office Supplies
11/09/2017,Second Class,Corporate,East,Office Supplies
11/09/2017,Second Class,Corporate,East,Technology
14/11/2018,Second Class,Consumer,East,Technology
14/11/2018,Second Class,Consumer,East,Office Supplies
18/08/2018,Second Class,Corporate,East,Furniture
18/08/2018,Second Class,Corporate,East,Furniture
18/08/2018,Second Class,Corporate,East,Office Supplies
18/08/2018,Second Class,Corporate,East,Technology
18/08/2018,Second Class,Corporate,East,Furniture
26/12/2015,Standard Class,Consumer,Central,Office Supplies
29/11/2016,Standard Class,Corporate,Central,Furniture
29/11/2016,Standard Class,Corporate,Central,Office Supplies
29/11/2016,Standard Class,Corporate,Central,Office Supplies
29/11/2016,Standard Class,Corporate,Central,Office Supplies
15/09/2018,Standard Class,Home Office,East,Furniture
19/05/2018,Standard Class,Consumer,West,Office Supplies
17/12/2018,Standard Class,Consumer,West,Office Supplies
17/12/2018,Standard Class,Consumer,West,Office Supplies
11/12/2017,Second Class,Consumer,West,Office Supplies
11/12/2017,Second Class,Consumer,West,Technology
11/12/2017,Second Class,Consumer,West,Technology
24/09/2018,Second Class,Consumer,South,Technology
24/09/2018,Second Class,Consumer,South,Office Supplies
04/10/2016,Second Class,Corporate,South,Furniture
15/08/2017,Standard Class,Consumer,West,Office Supplies
15/08/2017,Standard Class,Consumer,West,Office Supplies
20/05/2017,Standard Class,Home Office,West,Furniture
20/05/2017,Standard Class,Home Office,West,Office Supplies
18/12/2017,Standard Class,Corporate,Central,Furniture
30/07/2018,Second Class,Consumer,West,Office Supplies
30/07/2018,Second Class,Consumer,West,Office Supplies
10/06/2018,Standard Class,Consumer,Central,Technology
21/07/2018,Standard Class,Home Office,East,Office Supplies
30/12/2018,Standard Class,Home Office,Central,Office Supplies
01/04/2017,Standard Class,Corporate,West,Office Supplies
01/04/2017,Standard Class,Corporate,West,Office Supplies
11/12/2017,Second Class,Corporate,West,Furniture
11/12/2017,Second Class,Corporate,West,Technology
11/12/2017,Second Class,Corporate,West,Technology
23/10/2017,Standard Class,Home Office,East,Office Supplies
19/06/2018,Standard Class,Corporate,East,Office Supplies
19/06/2018,Standard Class,Corporate,East,Technology
22/08/2017,Standard Class,Consumer,East,Office Supplies
22/08/2017,Standard Class,Consumer,East,Office Supplies
22/08/2017,Standard Class,Consumer,East,Office Supplies
19/09/2017,Same Day,Home Office,Central,Furniture
19/09/2017,Same Day,Home Office,Central,Office Supplies
24/08/2016,Standard Class,Consumer,Central,Office Supplies
24/08/2016,Standard Class,Consumer,Central,Office Supplies
24/08/2016,Standard Class,Consumer,Central,Furniture
24/08/2016,Standard Class,Consumer,Central,Office Supplies
26/03/2017,Standard Class,Corporate,East,Office Supplies
04/11/2017,Same Day,Consumer,South,Office Supplies
08/06/2018,Second Class,Corporate,Central,Office Supplies
08/06/2018,Second Class,Corporate,Central,Office Supplies
08/06/2018,Second Class,Corporate,Central,Technology
24/12/2015,First Class,Consumer,East,Furniture
09/06/2018,Standard Class,Home Office,Central,Furniture
09/06/2018,Standard Class,Home Office,Central,Furniture
09/06/2018,Standard Class,Home Office,Central,Office Supplies
15/06/2018,Standard Class,Consumer,Central,Office Supplies
05/12/2018,First Class,Consumer,Central,Office Supplies
05/12/2018,First Class,Consumer,Central,Office Supplies
05/12/2018,First Class,Consumer,Central,Technology
18/03/2018,Standard Class,Consumer,Central,Office Supplies
18/03/2018,Standard Class,Consumer,Central,Technology
18/03/2018,Standard Class,Consumer,Central,Furniture
18/03/2018,Standard Class,Consumer,Central,Office Supplies
19/11/2017,Standard Class,Consumer,East,Office Supplies
19/11/2017,Standard Class,Consumer,East,Office Supplies
19/11/2017,Standard Class,Consumer,East,Office Supplies
04/11/2018,Same Day,Corporate,South,Technology
04/11/2018,Same Day,Corporate,South,Office Supplies
05/07/2015,First Class,Consumer,South,Technology
05/07/2015,First Class,Consumer,South,Office Supplies
05/07/2015,First Class,Consumer,South,Office Supplies
25/12/2018,Standard Class,Consumer,East,Furniture
21/06/2015,Second Class,Consumer,South,Furniture
21/06/2015,Second Class,Consumer,South,Technology
21/06/2015,Second Class,Consumer,South,Office Supplies
28/03/2016,Standard Class,Consumer,West,Technology
28/03/2016,Standard Class,Consumer,West,Office Supplies
14/05/2016,First Class,Home Office,East,Office Supplies
14/05/2016,First Class,Home Office,East,Office Supplies
14/05/2016,First Class,Home Office,East,Office Supplies
14/05/2016,First Class,Home Office,East,Office Supplies
14/05/2016,First Class,Home Office,East,Office Supplies
14/05/2016,First Class,Home Office,East,Office Supplies
14/05/2016,First Class,Home Office,East,Office Supplies
02/09/2018,Standard Class,Corporate,East,Furniture
04/11/2017,Second Class,Corporate,West,Furniture
09/04/2016,Standard Class,Consumer,West,Furniture
12/09/2015,Standard Class,Corporate,South,Office Supplies
12/09/2015,Standard Class,Corporate,South,Office Supplies
12/09/2015,Standard Class,Corporate,South,Technology
02/12/2015,First Class,Consumer,East,Technology
02/12/2015,First Class,Consumer,East,Furniture
02/12/2015,First Class,Consumer,East,Office Supplies
05/04/2015,First Class,Home Office,East,Office Supplies
03/09/2018,Standard Class,Consumer,South,Office Supplies
19/05/2018,Standard Class,Corporate,East,Office Supplies
19/05/2018,Standard Class,Corporate,East,Technology
19/05/2018,Standard Class,Corporate,East,Technology
01/07/2015,Second Class,Corporate,West,Office Supplies
11/01/2015,First Class,Consumer,East,Furniture
24/09/2018,Standard Class,Consumer,East,Furniture
02/06/2015,Standard Class,Home Office,West,Office Supplies
02/06/2015,Standard Class,Home Office,West,Furniture
13/02/2017,Standard Class,Home Office,West,Office Supplies
15/12/2017,Standard Class,Corporate,Central,Furniture
15/12/2017,Standard Class,Corporate,Central,Office Supplies
07/10/2015,Standard Class,Home Office,East,Furniture
07/07/2017,Standard Class,Corporate,South,Office Supplies
16/09/2018,Standard Class,Consumer,Central,Office Supplies
16/09/2018,Standard Class,Consumer,Central,Technology
03/12/2017,First Class,Consumer,East,Office Supplies
03/12/2017,First Class,Consumer,East,Furniture
03/12/2017,First Class,Consumer,East,Office Supplies
03/12/2017,First Class,Consumer,East,Furniture
03/12/2017,First Class,Consumer,East,Office Supplies
21/01/2018,Standard Class,Home Office,West,Office Supplies
21/01/2018,Standard Class,Home Office,West,Technology
21/01/2018,Standard Class,Home Office,West,Office Supplies
21/01/2018,Standard Class,Home Office,West,Office Supplies
21/01/2018,Standard Class,Home Office,West,Furniture
21/01/2018,Standard Class,Home Office,West,Office Supplies
08/09/2015,Standard Class,Consumer,West,Technology
04/01/2015,Standard Class,Home Office,Central,Office Supplies
04/01/2015,Standard Class,Home Office,Central,Office Supplies
04/01/2015,Standard Class,Home Office,Central,Office Supplies
27/08/2017,Standard Class,Consumer,Central,Office Supplies
27/08/2017,Standard Class,Consumer,Central,Office Supplies
27/08/2017,Standard Class,Consumer,Central,Office Supplies
27/08/2017,Standard Class,Consumer,Central,Office Supplies
27/05/2015,Same Day,Corporate,West,Furniture
27/05/2015,Same Day,Corporate,West,Office Supplies
20/03/2017,Second Class,Consumer,Central,Technology
02/10/2018,Standard Class,Consumer,Central,Office Supplies
02/10/2018,Standard Class,Consumer,Central,Furniture
02/10/2018,Standard Class,Consumer,Central,Office Supplies
02/10/2018,Standard Class,Consumer,Central,Office Supplies
07/04/2017,First Class,Corporate,West,Technology
07/12/2016,Standard Class,Consumer,West,Furniture
18/09/2017,Standard Class,Corporate,South,Furniture
29/12/2015,Standard Class,Consumer,Central,Office Supplies
29/12/2015,Standard Class,Consumer,Central,Technology
23/07/2018,Standard Class,Corporate,East,Office Supplies
18/09/2018,Standard Class,Corporate,Central,Office Supplies
31/08/2016,Standard Class,Consumer,West,Office Supplies
03/11/2018,Standard Class,Corporate,South,Office Supplies
08/02/2016,Standard Class,Consumer,East,Technology
13/01/2015,Second Class,Corporate,South,Office Supplies
13/01/2015,Second Class,Corporate,South,Office Supplies
13/01/2015,Second Class,Corporate,South,Technology
13/01/2015,Second Class,Corporate,South,Office Supplies
13/01/2015,Second Class,Corporate,South,Office Supplies
14/05/2015,Standard Class,Corporate,South,Furniture
19/05/2017,Standard Class,Consumer,South,Furniture
30/01/2018,Standard Class,Corporate,Central,Office Supplies
30/01/2018,Standard Class,Corporate,Central,Technology
30/01/2018,Standard Class,Corporate,Central,Office Supplies
30/01/2018,Standard Class,Corporate,Central,Office Supplies
30/01/2018,Standard Class,Corporate,Central,Office Supplies
30/01/2018,Standard Class,Corporate,Central,Furniture
29/06/2015,Standard Class,Consumer,East,Office Supplies
21/08/2016,First Class,Home Office,West,Furniture
21/08/2016,First Class,Home Office,West,Office Supplies
21/08/2016,First Class,Home Office,West,Office Supplies
21/08/2016,First Class,Home Office,West,Office Supplies
03/10/2016,Second Class,Consumer,East,Office Supplies
03/10/2016,Second Class,Consumer,East,Technology
03/10/2016,Second Class,Consumer,East,Furniture
03/10/2016,Second Class,Consumer,East,Technology
23/05/2016,Standard Class,Corporate,South,Office Supplies
17/03/2018,Second Class,Consumer,West,Office Supplies
12/12/2016,Standard Class,Consumer,West,Furniture
26/06/2016,Standard Class,Consumer,South,Office Supplies
26/06/2016,Standard Class,Consumer,South,Office Supplies
26/06/2016,Standard Class,Consumer,South,Office Supplies
26/06/2016,Standard Class,Consumer,South,Furniture
20/05/2017,Same Day,Consumer,South,Technology
20/09/2015,Standard Class,Consumer,West,Office Supplies
20/09/2015,Standard Class,Consumer,West,Office Supplies
21/09/2018,Standard Class,Consumer,Central,Office Supplies
24/12/2016,First Class,Corporate,East,Office Supplies
24/12/2016,First Class,Corporate,East,Office Supplies
24/12/2016,First Class,Corporate,East,Office Supplies
27/11/2016,Standard Class,Consumer,West,Furniture
20/02/2018,First Class,Corporate,West,Furniture
20/02/2018,First Class,Corporate,West,Technology
18/08/2017,Second Class,Corporate,East,Office Supplies
12/03/2017,Standard Class,Corporate,South,Office Supplies
22/04/2018,First Class,Consumer,West,Furniture
01/11/2015,Standard Class,Consumer,West,Office Supplies
01/11/2015,Standard Class,Consumer,West,Technology
03/02/2016,First Class,Consumer,Central,Furniture
03/02/2016,First Class,Consumer,Central,Technology
13/10/2015,First Class,Consumer,West,Office Supplies
13/10/2015,First Class,Consumer,West,Furniture
13/10/2015,First Class,Consumer,West,Office Supplies
13/10/2015,First Class,Consumer,West,Technology
14/05/2018,Same Day,Consumer,West,Furniture
14/05/2018,Same Day,Consumer,West,Technology
20/03/2016,First Class,Corporate,Central,Office Supplies
15/09/2017,Standard Class,Consumer,East,Office Supplies
28/06/2015,Standard Class,Consumer,East,Office Supplies
28/06/2015,Standard Class,Consumer,East,Office Supplies
28/06/2015,Standard Class,Consumer,East,Furniture
28/06/2015,Standard Class,Consumer,East,Office Supplies
28/06/2015,Standard Class,Consumer,East,Office Supplies
20/06/2018,Standard Class,Consumer,East,Technology
20/06/2018,Standard Class,Consumer,East,Office Supplies
09/05/2015,Standard Class,Consumer,West,Technology
09/05/2015,Standard Class,Consumer,West,Technology
21/08/2018,Standard Class,Consumer,Central,Office Supplies
21/08/2018,Standard Class,Consumer,Central,Office Supplies
